126.57303	33.26716	0.1496
126.69245	33.36075	0.0349
126.69245	33.36075	0.0265
126.49553	33.23764	0.0108
126.49553	33.23764	0.0
126.86010	33.52020	0.3482
126.56749	33.44732	0.1198
126.56749	33.44732	0.0529
126.56749	33.44732	0.3081
126.53670	33.49831	0.5012
126.53670	33.49831	0.0954
126.25227	33.22668	0.4852
126.25227	33.22668	0.4378
126.25227	33.22668	0.3151
126.25227	33.22668	0.4450
126.57065	33.43879	0.0899
126.57065	33.43879	0.3468
126.57065	33.43879	0.2235
126.57065	33.43879	0.2207
126.36942	33.45878	0.1079
126.36942	33.45878	0.0768
126.53499	33.49678	0.2469
126.53499	33.49678	0.1456
126.58908	33.45590	0.0129
126.52974	33.49597	0.4367
126.52974	33.49597	0.4300
126.52974	33.49597	0.2075
126.52974	33.49597	0.2281
126.52974	33.49597	0.1739
126.52974	33.49597	0.2899
126.52974	33.49597	0.1216
126.52974	33.49597	0.3573
126.52974	33.49597	0.1076
126.52974	33.49597	0.4956
126.49570	33.50351	0.0363
126.49570	33.50351	0.2627
126.49570	33.50351	0.1034
126.49570	33.50351	0.3818
126.49570	33.50351	0.3170
126.90043	33.49275	0.0929
126.90043	33.49275	0.1495
126.47076	33.49575	0.0667
126.47076	33.49575	0.0510
126.47076	33.49575	0.0244
126.26855	33.42030	0.1593
126.26855	33.42030	0.0056
126.47978	33.48731	0.2829
126.47978	33.48731	0.3297
126.47978	33.48731	0.4696
126.47978	33.48731	0.4118
126.47200	33.48262	0.2441
126.47200	33.48262	0.3804
126.50295	33.49272	0.1009
126.47693	33.49651	0.1638
126.47693	33.49651	0.3032
126.47693	33.49651	0.1334
126.47693	33.49651	0.1806
126.51546	33.47712	0.1097
126.51546	33.47712	0.6131
126.51546	33.47712	0.1173
126.51546	33.47712	0.2054
126.55929	33.25153	0.1938
126.55929	33.25153	0.2452
126.83176	33.32635	0.0045
126.83176	33.32635	0.0194
126.83176	33.32635	0.0639
126.35656	33.47583	0.0580
126.35656	33.47583	0.0168
126.35656	33.47583	0.0021
126.35656	33.47583	0.0017
126.35656	33.47583	0.1013
126.34031	33.31058	0.0
126.34031	33.31058	0.1463
126.72112	33.27917	0.2218
126.48909	33.26122	0.3118
126.48909	33.26122	0.3364
